date,location,district,water_ph,turbidity_ntu,ecoli_count_per_100ml,total_coliform_count,temperature_celsius,rainfall_mm_last_7days,population_density,sanitation_score,distance_to_healthcare_km,water_source_type,previous_outbreak_history,is_monsoon_season,month,outbreak_occurred,case_count,outbreak_probability,severity_level,disease_type,age_group_affected
2023-05-26,"Tura, Meghalaya",Meghalaya,7.24,2.73,12.23,36.97,25.5,3.2,30.0,1.0,1.7,Bore Well,0,0,5,0,0,0.26,None,None,None
2023-10-15,"Agartala, Tripura",Tripura,8.09,0.07,22.76,82.94,20.0,0.9,34.0,3.9,8.0,Hand Pump,1,0,10,1,35,0.62,High,Typhoid,Elderly
2024-06-13,"Aizawl, Mizoram",Mizoram,8.06,0.25,44.89,172.43,26.5,59.4,76.0,4.7,7.6,Surface Water,0,1,6,0,0,0.94,None,None,None
2023-06-04,"Churachandpur, Manipur",Manipur,6.24,5.77,38.44,170.86,29.9,48.8,69.0,1.0,0.5,Hand Pump,0,1,6,1,29,0.62,High,Diarrhea,Mixed
2023-09-24,"Dibrugarh, Assam",Assam,6.85,4.89,55.8,239.81,19.2,19.2,144.0,1.8,0.5,Hand Pump,1,1,9,1,39,0.82,High,Diarrhea,Mixed
2024-04-13,"Imphal, Manipur",Manipur,8.6,2.82,0.13,0.65,31.9,3.8,37.0,3.4,5.8,Surface Water,0,0,4,1,18,0.54,Medium,Diarrhea,Adults
2024-06-04,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.56,1.51,31.83,114.75,26.7,36.0,317.0,2.8,0.5,River/Stream,0,1,6,1,39,0.67,High,Cholera,Mixed
2023-03-20,"Shillong, Meghalaya",Meghalaya,6.7,0.19,8.58,37.88,29.3,12.5,58.0,4.7,2.1,Bore Well,0,0,3,1,13,0.26,Medium,Typhoid,Children
2024-02-08,"Aizawl, Mizoram",Mizoram,7.7,0.5,12.07,55.8,30.1,1.1,66.0,4.5,12.7,Bore Well,0,0,2,1,17,0.36,Medium,Diarrhea,Mixed
2024-04-09,"Dimapur, Nagaland",Nagaland,6.42,1.02,4.66,14.87,30.2,0.6,59.0,1.7,2.8,River/Stream,0,0,4,1,33,0.57,High,Diarrhea,Mixed
2023-11-29,"Agartala, Tripura",Tripura,8.22,1.25,67.99,257.18,21.1,1.2,124.0,2.7,6.6,River/Stream,0,0,11,0,0,0.47,None,None,None
2023-10-17,"Aizawl, Mizoram",Mizoram,6.48,1.31,41.06,120.16,22.0,4.0,8.0,1.0,3.1,Bore Well,0,0,10,0,0,0.36,None,None,None
2023-04-05,"Lunglei, Mizoram",Mizoram,7.86,2.82,41.79,194.36,29.6,3.1,21.0,2.2,14.4,Surface Water,0,0,4,0,0,0.54,None,None,None
2023-04-02,"Guwahati, Assam",Assam,7.0,1.68,45.53,130.45,33.2,1.4,34.0,4.2,2.3,Surface Water,0,0,4,1,18,0.44,Medium,Typhoid,Adults
2023-05-04,"Tura, Meghalaya",Meghalaya,7.81,1.07,2.32,8.06,32.2,8.5,21.0,1.9,7.7,Hand Pump,0,0,5,0,0,0.32,None,None,None
2024-12-02,"Kohima, Nagaland",Nagaland,6.4,5.13,48.4,214.87,23.9,1.8,121.0,2.3,1.0,Bore Well,0,0,12,0,0,0.36,None,None,None
2024-05-16,"Imphal, Manipur",Manipur,7.74,0.79,46.81,118.51,29.2,0.4,391.0,5.2,7.8,Hand Pump,1,0,5,1,21,0.42,High,Diarrhea,Elderly
2024-09-20,"Dibrugarh, Assam",Assam,7.02,0.13,7.11,23.45,18.1,67.9,50.0,1.5,15.4,Hand Pump,1,1,9,0,0,0.95,None,None,None
2024-11-23,"Shillong, Meghalaya",Meghalaya,8.27,1.54,1.47,6.33,20.5,0.4,325.0,1.9,20.5,Surface Water,0,0,11,1,25,0.54,High,Typhoid,Children
2023-10-25,"Imphal, Manipur",Manipur,6.59,1.35,5.94,25.28,18.8,2.6,8.0,3.1,12.1,Hand Pump,0,0,10,0,0,0.42,None,None,None
2024-12-01,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.77,0.3,0.77,2.61,23.0,8.7,21.0,1.0,1.0,Surface Water,0,0,12,1,19,0.44,Medium,Diarrhea,Children
2023-02-16,"Churachandpur, Manipur",Manipur,7.97,0.2,2.93,7.45,31.3,4.0,254.0,2.8,18.2,Hand Pump,0,0,2,0,0,0.42,None,None,None
2024-08-05,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.38,0.15,171.99,395.04,23.5,47.8,125.0,1.0,3.3,Piped Supply,0,1,8,1,44,0.89,High,Diarrhea,Mixed
2023-07-03,"Dharmanagar, Tripura",Tripura,6.87,1.06,13.67,63.45,25.6,29.8,52.0,1.0,13.8,Hand Pump,1,1,7,1,56,0.92,High,Diarrhea,Mixed
2024-11-17,"Imphal, Manipur",Manipur,8.42,1.4,22.77,94.24,23.2,13.7,78.0,5.9,2.4,Piped Supply,0,0,11,0,0,0.09,None,None,None
2023-07-11,"Shillong, Meghalaya",Meghalaya,6.36,0.34,39.36,114.05,22.1,85.3,134.0,2.3,3.6,River/Stream,0,1,7,1,52,0.95,High,Diarrhea,Mixed
2023-04-30,"Guwahati, Assam",Assam,7.3,0.49,11.75,29.72,27.5,11.7,86.0,2.3,0.5,Hand Pump,0,0,4,0,0,0.32,None,None,None
2024-11-04,"Agartala, Tripura",Tripura,6.51,12.67,17.74,49.13,20.9,4.1,15.0,1.0,19.1,Hand Pump,0,0,11,0,0,0.62,None,None,None
2024-09-23,"Aizawl, Mizoram",Mizoram,8.89,0.83,0.29,0.65,16.1,93.1,25.0,3.5,0.5,Hand Pump,0,1,9,1,46,0.92,High,Diarrhea,Adults
2023-04-25,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,5.5,2.66,32.42,103.51,31.0,0.2,76.0,2.8,2.0,Surface Water,0,0,4,1,22,0.54,High,Typhoid,Adults
2024-03-22,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.68,8.11,28.19,123.16,28.4,0.6,40.0,3.2,17.7,River/Stream,1,0,3,1,55,0.87,High,Diarrhea,Mixed
2023-01-23,"Silchar, Assam",Assam,7.44,1.65,0.29,1.37,26.9,2.0,54.0,2.1,0.5,Surface Water,0,0,1,0,0,0.44,None,None,None
2024-05-11,"Imphal, Manipur",Manipur,6.87,1.39,18.95,52.24,28.7,10.5,10.0,2.3,2.2,Hand Pump,0,0,5,1,18,0.32,Medium,Cholera,Mixed
2023-02-22,"Aizawl, Mizoram",Mizoram,6.69,4.44,296.12,695.12,26.5,0.8,17.0,2.9,0.5,Hand Pump,0,0,2,1,49,0.95,High,Typhoid,Elderly
2023-02-07,"Imphal, Manipur",Manipur,5.91,3.3,8.97,32.61,29.1,3.3,237.0,1.0,5.0,River/Stream,0,0,2,0,0,0.57,None,None,None
2024-11-25,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.29,5.4,3.91,9.69,23.9,11.1,79.0,2.3,7.5,Hand Pump,0,0,11,0,0,0.32,None,None,None
2024-03-08,"Kohima, Nagaland",Nagaland,6.53,1.5,66.95,248.71,33.0,6.8,96.0,4.1,3.8,Bore Well,1,0,3,0,0,0.56,None,None,None
2023-04-30,"Imphal, Manipur",Manipur,7.1,1.49,91.95,241.24,28.7,3.9,376.0,1.6,9.7,Piped Supply,0,0,4,0,0,0.29,None,None,None
2023-06-15,"Tura, Meghalaya",Meghalaya,7.0,6.16,8.77,40.58,23.5,82.4,250.0,1.2,4.0,Hand Pump,0,1,6,1,32,0.82,High,Diarrhea,Elderly
2024-09-08,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.83,0.16,59.67,183.79,21.6,102.3,247.0,1.6,14.7,Hand Pump,1,1,9,1,53,0.95,High,Diarrhea,Mixed
2024-11-20,"Dimapur, Nagaland",Nagaland,7.58,17.17,11.4,23.64,20.0,0.6,39.0,2.5,1.8,Hand Pump,0,0,11,0,0,0.52,None,None,None
2024-09-28,"Shillong, Meghalaya",Meghalaya,7.6,15.05,62.52,289.32,16.8,67.6,25.0,1.0,11.3,Bore Well,0,1,9,1,55,0.95,High,Diarrhea,Mixed
2023-04-14,"Dharmanagar, Tripura",Tripura,7.48,8.77,6.61,25.01,31.7,5.9,139.0,5.5,15.3,Hand Pump,0,0,4,1,12,0.22,Medium,Diarrhea,Children
2024-01-03,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.09,2.34,0.35,1.51,24.6,8.0,7.0,1.1,14.0,Surface Water,0,0,1,0,0,0.54,None,None,None
2023-12-12,"Lunglei, Mizoram",Mizoram,6.18,0.8,35.45,143.18,21.4,1.3,62.0,1.0,4.7,Surface Water,0,0,12,1,35,0.54,High,Gastroenteritis,Elderly
2023-02-17,"Dharmanagar, Tripura",Tripura,7.9,0.69,12.96,42.7,29.7,0.6,64.0,1.0,5.2,Piped Supply,0,0,2,0,0,0.29,None,None,None
2024-06-11,"Kohima, Nagaland",Nagaland,7.35,5.38,13.14,61.26,26.1,94.1,82.0,5.9,0.6,Bore Well,0,1,6,1,24,0.56,High,Diarrhea,Children
2023-04-19,"Dharmanagar, Tripura",Tripura,9.0,2.81,9.83,32.07,31.6,9.0,74.0,3.0,15.3,Bore Well,0,0,4,1,20,0.46,Medium,Diarrhea,Children
2023-07-30,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.32,2.7,24.89,61.54,19.2,73.9,17.0,3.2,0.5,Piped Supply,0,1,7,1,51,0.79,High,Diarrhea,Children
2023-06-07,"Dimapur, Nagaland",Nagaland,8.29,23.07,23.12,95.51,27.4,68.5,110.0,2.8,27.5,Surface Water,0,1,6,1,37,0.95,High,Diarrhea,Children
2023-09-09,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.3,2.51,11.84,46.6,21.1,62.8,79.0,2.9,23.3,Piped Supply,0,1,9,1,36,0.95,High,Diarrhea,Mixed
2024-01-05,"Dimapur, Nagaland",Nagaland,5.57,0.49,0.78,3.23,27.4,4.0,20.0,5.5,2.9,Surface Water,0,0,1,0,0,0.34,None,None,None
2023-08-22,"Dibrugarh, Assam",Assam,7.36,2.61,14.83,59.6,18.3,81.2,60.0,1.6,44.7,Hand Pump,0,1,8,1,51,0.92,High,Gastroenteritis,Elderly
2023-01-31,"Imphal, Manipur",Manipur,8.34,7.71,18.29,46.85,26.9,7.6,60.0,4.8,21.0,Bore Well,0,0,1,0,0,0.36,None,None,None
2023-03-13,"Silchar, Assam",Assam,5.97,2.97,31.2,78.46,30.1,1.0,13.0,1.0,5.0,Hand Pump,0,0,3,1,16,0.42,Medium,Diarrhea,Children
2024-11-07,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.39,5.03,37.26,103.43,19.8,2.0,72.0,3.3,3.9,River/Stream,1,0,11,1,40,0.87,High,Hepatitis A,Elderly
2023-11-18,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,8.63,2.68,6.95,17.01,19.3,5.0,9.0,2.0,10.4,Piped Supply,0,0,11,0,0,0.49,None,None,None
2023-05-31,"Agartala, Tripura",Tripura,7.63,6.46,48.31,235.58,24.7,7.4,45.0,2.0,8.3,Surface Water,0,0,5,0,0,0.44,None,None,None
2024-09-25,"Dimapur, Nagaland",Nagaland,7.79,15.82,12.68,38.67,15.6,136.6,135.0,3.6,0.5,Piped Supply,0,1,9,1,49,0.95,High,Diarrhea,Adults
2023-11-05,"Silchar, Assam",Assam,5.5,0.25,140.85,285.72,20.9,20.4,98.0,3.5,3.6,Piped Supply,0,0,11,1,35,0.79,High,Hepatitis A,Elderly
2023-08-07,"Silchar, Assam",Assam,7.14,2.23,31.88,88.1,22.0,63.9,49.0,1.1,1.8,Piped Supply,0,1,8,1,32,0.79,High,Diarrhea,Children
2024-07-06,"Kohima, Nagaland",Nagaland,7.72,0.34,27.48,98.36,24.6,153.6,57.0,3.0,2.3,Piped Supply,0,1,7,0,0,0.79,None,None,None
2023-04-24,"Agartala, Tripura",Tripura,7.95,0.57,53.28,183.69,26.6,3.1,61.0,5.4,18.1,Piped Supply,1,0,4,1,20,0.49,Medium,Typhoid,Children
2024-04-04,"Tura, Meghalaya",Meghalaya,5.5,2.06,46.11,136.8,32.6,7.5,143.0,5.7,2.4,Bore Well,0,0,4,0,0,0.16,None,None,None
2024-08-18,"Kohima, Nagaland",Nagaland,8.22,1.27,37.63,134.12,19.0,142.2,454.0,1.0,2.9,River/Stream,0,1,8,1,51,0.95,High,Diarrhea,Adults
2024-01-22,"Churachandpur, Manipur",Manipur,7.7,3.65,22.96,72.97,23.9,0.9,29.0,1.6,15.6,Bore Well,0,0,1,0,0,0.36,None,None,None
2024-01-05,"Imphal, Manipur",Manipur,7.05,5.63,17.2,35.53,27.1,7.7,172.0,4.2,1.5,Hand Pump,0,0,1,1,18,0.32,Medium,Diarrhea,Adults
2024-05-02,"Shillong, Meghalaya",Meghalaya,7.29,0.21,13.14,32.94,27.5,2.1,120.0,1.0,1.6,Piped Supply,0,0,5,0,0,0.29,None,None,None
2024-07-26,"Churachandpur, Manipur",Manipur,7.01,2.49,23.47,73.16,21.7,25.9,17.0,2.2,0.5,Piped Supply,0,1,7,0,0,0.49,None,None,None
2024-03-26,"Agartala, Tripura",Tripura,6.91,1.14,2.04,6.73,27.7,2.1,38.0,1.1,4.5,Hand Pump,0,0,3,0,0,0.32,None,None,None
2023-06-16,"Dibrugarh, Assam",Assam,6.4,1.23,13.81,52.17,24.0,65.2,47.0,3.1,5.2,Hand Pump,0,1,6,1,58,0.92,High,Typhoid,Children
2024-12-12,"Shillong, Meghalaya",Meghalaya,7.18,0.35,3.91,17.07,23.8,4.0,188.0,1.0,26.0,Bore Well,0,0,12,0,0,0.36,None,None,None
2024-01-14,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.76,1.14,3.51,11.33,28.9,5.4,14.0,3.4,8.4,River/Stream,0,0,1,1,13,0.47,Medium,Diarrhea,Elderly
2023-02-11,"Churachandpur, Manipur",Manipur,6.96,0.29,3.48,10.97,28.0,5.1,83.0,4.5,11.5,Piped Supply,0,0,2,1,23,0.39,High,Diarrhea,Children
2023-05-27,"Dibrugarh, Assam",Assam,9.0,16.98,7.1,21.11,28.9,1.0,72.0,1.9,8.8,Hand Pump,1,0,5,1,53,0.92,High,Diarrhea,Mixed
2023-01-03,"Silchar, Assam",Assam,7.24,5.66,3.56,10.0,25.0,2.4,36.0,2.5,0.5,Bore Well,0,0,1,0,0,0.26,None,None,None
2024-08-09,"Tura, Meghalaya",Meghalaya,7.56,4.61,44.63,143.23,19.6,144.7,171.0,2.9,6.0,Piped Supply,0,1,8,1,34,0.79,High,Typhoid,Adults
2023-05-22,"Churachandpur, Manipur",Manipur,6.06,2.55,8.19,20.84,27.5,15.0,48.0,4.2,5.3,Hand Pump,0,0,5,1,22,0.42,High,Typhoid,Children
2024-10-01,"Dimapur, Nagaland",Nagaland,7.57,0.95,3.15,12.01,23.3,3.4,44.0,1.0,2.7,Hand Pump,1,0,10,1,38,0.62,High,Diarrhea,Mixed
2023-10-12,"Dimapur, Nagaland",Nagaland,6.8,2.07,375.45,1817.67,18.2,2.0,38.0,3.7,6.7,Surface Water,0,0,10,1,39,0.95,High,Typhoid,Elderly
2024-07-28,"Dimapur, Nagaland",Nagaland,6.21,0.77,29.64,139.36,24.0,54.8,202.0,2.4,3.3,River/Stream,0,1,7,0,0,0.95,None,None,None
2024-06-18,"Shillong, Meghalaya",Meghalaya,7.13,12.0,29.53,66.5,25.3,76.4,96.0,5.9,10.1,River/Stream,0,1,6,1,44,0.95,High,Gastroenteritis,Adults
2023-01-20,"Tura, Meghalaya",Meghalaya,7.61,3.27,22.99,79.19,25.5,5.5,265.0,3.9,3.2,Surface Water,0,0,1,0,0,0.44,None,None,None
2024-08-16,"Imphal, Manipur",Manipur,9.0,3.06,371.81,1809.59,21.1,104.9,33.0,1.0,10.6,River/Stream,0,1,8,1,55,0.95,High,Diarrhea,Children
2023-12-15,"Lunglei, Mizoram",Mizoram,6.01,0.15,31.15,112.13,22.4,1.5,61.0,3.7,6.3,Bore Well,0,0,12,1,23,0.36,High,Diarrhea,Children
2023-04-12,"Churachandpur, Manipur",Manipur,7.93,4.68,47.95,127.31,30.0,3.7,31.0,4.9,9.2,Surface Water,0,0,4,1,24,0.44,High,Gastroenteritis,Adults
2023-03-02,"Kohima, Nagaland",Nagaland,7.56,6.89,14.65,51.53,29.6,8.1,15.0,4.7,6.6,Surface Water,0,0,3,1,24,0.44,High,Diarrhea,Adults
2024-02-27,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,5.5,3.13,47.78,155.29,31.0,1.9,17.0,1.0,7.6,Hand Pump,0,0,2,0,0,0.42,None,None,None
2023-02-23,"Shillong, Meghalaya",Meghalaya,6.78,10.44,24.47,73.62,29.2,0.8,44.0,2.2,14.1,River/Stream,0,0,2,1,56,0.77,High,Typhoid,Mixed
2023-04-28,"Tura, Meghalaya",Meghalaya,7.93,9.01,128.48,284.2,31.8,11.8,168.0,6.8,0.5,Hand Pump,0,0,4,1,26,0.52,High,Diarrhea,Adults
2023-01-20,"Tura, Meghalaya",Meghalaya,7.31,0.68,2.57,9.09,23.8,0.4,36.0,1.4,6.8,River/Stream,0,0,1,1,29,0.47,High,Cholera,Adults
2023-11-08,"Kohima, Nagaland",Nagaland,8.16,0.42,17.95,72.11,22.1,5.0,113.0,3.6,3.8,Bore Well,0,0,11,0,0,0.26,None,None,None
2023-05-26,"Aizawl, Mizoram",Mizoram,7.33,3.67,102.03,414.51,28.1,0.2,32.0,5.3,3.8,Surface Water,0,0,5,1,34,0.64,High,Diarrhea,Mixed
2023-02-12,"Guwahati, Assam",Assam,6.47,1.06,4.81,19.24,29.7,0.1,73.0,1.9,4.5,River/Stream,0,0,2,1,24,0.57,High,Gastroenteritis,Mixed
2023-10-07,"Kohima, Nagaland",Nagaland,8.3,4.09,17.88,64.7,20.1,2.8,58.0,2.8,0.5,Hand Pump,0,0,10,0,0,0.32,None,None,None
2023-08-06,"Kohima, Nagaland",Nagaland,6.12,7.98,36.53,145.61,21.7,65.8,36.0,6.5,27.2,Piped Supply,0,1,8,1,37,0.79,High,Diarrhea,Children
2023-05-24,"Agartala, Tripura",Tripura,6.62,6.84,0.77,3.76,29.0,1.1,65.0,3.2,25.3,Piped Supply,0,0,5,1,24,0.39,High,Cholera,Elderly
2024-11-29,"Aizawl, Mizoram",Mizoram,7.61,3.89,11.07,52.85,21.0,0.9,46.0,4.2,0.5,Hand Pump,1,0,11,1,25,0.62,High,Diarrhea,Elderly
2023-01-17,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.99,0.85,5.99,27.74,30.0,0.2,61.0,4.9,16.3,Bore Well,0,0,1,1,26,0.36,High,Diarrhea,Adults
2024-02-28,"Churachandpur, Manipur",Manipur,7.49,0.26,20.64,101.46,29.0,19.1,16.0,1.6,8.7,Hand Pump,0,0,2,0,0,0.32,None,None,None
2024-10-26,"Dimapur, Nagaland",Nagaland,7.65,5.27,115.65,416.56,22.1,3.2,23.0,4.8,1.4,Bore Well,0,0,10,0,0,0.66,None,None,None
2024-03-31,"Dimapur, Nagaland",Nagaland,6.2,7.02,2.1,8.32,31.5,7.8,83.0,3.5,27.3,Hand Pump,0,0,3,1,17,0.52,Medium,Diarrhea,Children
2023-05-08,"Imphal, Manipur",Manipur,6.42,2.38,1.95,6.11,29.8,5.4,8.0,1.3,17.6,Surface Water,0,0,5,1,31,0.64,High,Diarrhea,Elderly
2024-11-27,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,7.05,1.44,54.01,223.88,24.5,13.2,87.0,5.3,10.6,Surface Water,1,0,11,0,0,0.64,None,None,None
2023-08-15,"Shillong, Meghalaya",Meghalaya,6.98,1.51,10.6,36.11,23.2,72.3,15.0,7.0,5.3,Piped Supply,1,1,8,0,0,0.89,None,None,None
2024-12-24,"Kohima, Nagaland",Nagaland,6.66,5.36,2.22,5.39,24.6,3.6,77.0,1.0,6.8,Surface Water,0,0,12,0,0,0.44,None,None,None
2023-04-24,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.86,2.24,2.95,10.96,29.9,0.5,23.0,2.5,2.0,River/Stream,0,0,4,0,0,0.47,None,None,None
2024-11-06,"Agartala, Tripura",Tripura,7.44,3.36,45.02,94.48,21.5,3.9,204.0,1.4,3.1,River/Stream,0,0,11,1,24,0.47,High,Diarrhea,Children
2023-05-11,"Tura, Meghalaya",Meghalaya,6.92,4.03,49.58,167.25,26.9,5.1,230.0,3.0,0.8,Surface Water,0,0,5,0,0,0.44,None,None,None
2023-10-08,"Shillong, Meghalaya",Meghalaya,5.86,3.45,65.54,190.19,18.4,2.0,117.0,2.3,11.2,Bore Well,0,0,10,0,0,0.46,None,None,None
2024-06-29,"Kohima, Nagaland",Nagaland,7.54,5.9,52.93,224.31,25.6,49.3,371.0,1.0,6.3,River/Stream,0,1,6,1,29,0.67,High,Diarrhea,Children
2023-11-27,"Lunglei, Mizoram",Mizoram,6.18,4.83,13.25,49.3,22.4,0.8,23.0,1.0,2.2,Hand Pump,1,0,11,1,37,0.72,High,Cholera,Children
2023-08-18,"Guwahati, Assam",Assam,7.77,7.27,38.3,156.99,21.6,117.7,85.0,4.8,5.6,Hand Pump,0,1,8,1,43,0.82,High,Diarrhea,Elderly
2023-03-25,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,6.16,1.22,35.62,136.97,27.8,4.0,154.0,2.8,28.3,Bore Well,0,0,3,1,28,0.46,High,Typhoid,Children
2023-09-13,"Shillong, Meghalaya",Meghalaya,6.0,0.02,6.25,12.58,19.4,67.3,287.0,3.1,5.0,Piped Supply,0,1,9,1,40,0.89,High,Diarrhea,Children
2024-08-29,"Dharmanagar, Tripura",Tripura,6.86,21.61,0.03,0.07,18.0,123.5,23.0,1.2,6.1,Piped Supply,0,1,8,1,37,0.95,High,Diarrhea,Elderly
2023-02-25,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.54,1.63,9.61,22.05,30.1,3.7,3.0,4.1,7.8,Surface Water,0,0,2,0,0,0.54,None,None,None
2024-09-26,"Imphal, Manipur",Manipur,7.75,0.38,35.59,111.94,16.9,164.2,122.0,1.8,0.8,Hand Pump,0,1,9,1,42,0.82,High,Diarrhea,Children
2024-01-22,"Aizawl, Mizoram",Mizoram,7.45,3.91,28.64,123.52,24.6,2.6,104.0,3.6,5.6,Bore Well,0,0,1,1,14,0.26,Medium,Hepatitis A,Children
2023-11-05,"Kohima, Nagaland",Nagaland,7.68,10.1,3.98,15.08,22.0,2.8,116.0,1.0,3.9,Bore Well,0,0,11,0,0,0.46,None,None,None
2023-10-29,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,7.79,4.18,9.78,45.93,19.5,4.0,23.0,3.3,5.9,Bore Well,0,0,10,0,0,0.26,None,None,None
2024-09-05,"Dharmanagar, Tripura",Tripura,6.15,2.36,21.75,92.2,19.0,78.3,37.0,2.1,5.6,Bore Well,0,1,9,1,45,0.86,High,Diarrhea,Children
2023-12-14,"Dimapur, Nagaland",Nagaland,7.5,1.78,33.19,90.63,27.1,10.7,426.0,4.0,4.5,Bore Well,0,0,12,0,0,0.26,None,None,None
2023-07-17,"Silchar, Assam",Assam,8.17,3.57,1.92,4.36,24.6,69.1,102.0,1.0,10.3,River/Stream,0,1,7,1,47,0.95,High,Hepatitis A,Adults
2024-10-14,"Churachandpur, Manipur",Manipur,8.43,6.84,10.26,32.39,20.2,8.2,33.0,1.0,10.6,Hand Pump,0,0,10,0,0,0.42,None,None,None
2023-07-10,"Shillong, Meghalaya",Meghalaya,6.29,10.6,6.72,33.38,25.0,142.3,162.0,3.9,9.6,Bore Well,1,1,7,1,50,0.95,High,Cholera,Elderly
2023-11-15,"Kohima, Nagaland",Nagaland,7.77,3.2,3.37,9.45,23.3,2.5,22.0,1.1,20.0,Surface Water,1,0,11,1,35,0.84,High,Diarrhea,Children
2024-06-14,"Kohima, Nagaland",Nagaland,8.77,15.31,38.96,193.96,24.0,125.2,17.0,4.4,2.2,Surface Water,0,1,6,1,52,0.95,High,Diarrhea,Adults
2024-10-17,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,5.5,0.75,13.9,42.41,21.4,3.2,203.0,1.2,16.9,Bore Well,0,0,10,0,0,0.46,None,None,None
2024-12-12,"Agartala, Tripura",Tripura,6.85,12.02,9.55,37.39,26.2,0.9,116.0,3.8,5.1,River/Stream,0,0,12,0,0,0.67,None,None,None
2024-08-02,"Aizawl, Mizoram",Mizoram,5.7,1.26,12.88,32.05,22.5,137.2,503.0,4.2,3.7,Hand Pump,0,1,8,1,27,0.92,High,Hepatitis A,Children
2024-05-22,"Shillong, Meghalaya",Meghalaya,6.5,1.97,10.42,39.8,29.6,3.8,49.0,3.3,0.9,Surface Water,0,0,5,1,20,0.54,Medium,Diarrhea,Mixed
2023-12-06,"Dharmanagar, Tripura",Tripura,6.59,12.13,3.41,12.35,19.3,0.5,74.0,1.8,2.1,Surface Water,0,0,12,0,0,0.64,None,None,None
2023-01-07,"Aizawl, Mizoram",Mizoram,6.69,1.87,94.02,307.04,25.9,0.1,27.0,6.4,3.6,Piped Supply,0,0,1,0,0,0.09,None,None,None
2024-03-26,"Shillong, Meghalaya",Meghalaya,6.3,6.61,23.45,57.13,31.8,6.0,67.0,4.1,21.5,Piped Supply,0,0,3,1,34,0.49,High,Diarrhea,Adults
2023-09-26,"Agartala, Tripura",Tripura,7.29,2.94,27.84,95.74,16.5,110.9,45.0,4.0,1.5,River/Stream,0,1,9,1,56,0.95,High,Hepatitis A,Children
2023-01-22,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,6.62,2.36,22.16,106.88,26.5,6.7,115.0,1.4,14.6,Hand Pump,0,0,1,0,0,0.42,None,None,None
2023-12-13,"Tezpur, Arunachal Pradesh",Arunachal Pradesh,8.25,0.61,16.19,67.44,27.9,2.5,63.0,4.1,1.2,Hand Pump,1,0,12,0,0,0.62,None,None,None
2024-06-23,"Dharmanagar, Tripura",Tripura,7.44,6.8,24.77,123.37,21.2,206.2,38.0,4.4,0.9,Hand Pump,0,1,6,1,39,0.82,High,Diarrhea,Adults
2023-07-14,"Shillong, Meghalaya",Meghalaya,7.08,1.97,5.02,20.42,24.4,97.3,79.0,1.4,8.7,Piped Supply,0,1,7,1,49,0.79,High,Typhoid,Children
2024-09-22,"Kohima, Nagaland",Nagaland,7.22,0.52,18.44,80.44,20.4,98.0,43.0,1.7,2.5,River/Stream,0,1,9,1,51,0.95,High,Diarrhea,Elderly
2023-05-10,"Itanagar, Arunachal Pradesh",Arunachal Pradesh,8.31,0.95,31.68,85.15,26.2,0.9,111.0,4.9,1.1,River/Stream,0,0,5,1,24,0.47,High,Diarrhea,Mixed
2024-11-10,"Kohima, Nagaland",Nagaland,8.09,1.49,7.78,26.65,18.2,0.2,7.0,5.4,3.7,River/Stream,0,0,11,0,0,0.27,None,None,None
2024-06-05,"Aizawl, Mizoram",Mizoram,8.5,13.54,3.46,7.26,23.2,120.5,62.0,1.0,5.5,Hand Pump,1,1,6,1,47,0.95,High,Diarrhea,Mixed
2024-04-30,"Tura, Meghalaya",Meghalaya,7.46,1.82,12.24,25.08,29.3,8.6,15.0,5.2,25.4,River/Stream,0,0,4,1,24,0.37,High,Hepatitis A,Mixed
2023-08-29,"Lunglei, Mizoram",Mizoram,6.48,23.71,10.8,29.34,23.4,162.5,70.0,2.1,19.6,Hand Pump,0,1,8,1,47,0.95,High,Gastroenteritis,Elderly
2023-09-18,"Churachandpur, Manipur",Manipur,6.51,3.18,112.99,400.35,20.8,76.7,57.0,1.5,9.2,Bore Well,1,1,9,1,36,0.95,High,Diarrhea,Elderly
